Date,AAPL,HPQ,INTC,MSFT
2014-04-29,592.33,32.96,26.48,40.51
2014-04-30,590.09,33.06,26.69,40.4
2014-05-01,591.48,32.64,26.45,40.0
2014-05-02,592.58,32.49,26.41,39.69
2014-05-05,600.96,32.5,26.17,39.43
2014-05-06,594.41,32.13,26.2,39.06
2014-05-07,592.33,32.32,26.37,39.425
2014-05-08,587.99,32.23,26.34,39.64
2014-05-09,585.5425,32.36,26.3,39.54
2014-05-12,592.83,32.82,26.37,39.97
2014-05-13,593.76,33.28,26.45,40.42
2014-05-14,593.87,32.97,26.33,40.24
2014-05-15,588.82,32.41,26.01,39.6
2014-05-16,597.51,32.52,25.82,39.83
2014-05-19,604.59,33.11,26.04,39.75
2014-05-20,604.71,32.8,26.04,39.68
2014-05-21,606.31,32.52,26.2,40.35
2014-05-22,607.27,31.78,26.15,40.1
2014-05-23,614.13,33.72,26.289,40.12
2014-05-27,625.63,33.1,26.71,40.19
2014-05-28,624.01,33.35,26.88,40.01
2014-05-29,635.38,33.64,26.96,40.34
2014-05-30,633.0,33.5,27.32,40.94
2014-06-02,628.65,33.43,27.26,40.79
2014-06-03,637.54,33.69,27.66,40.29
2014-06-04,644.82,33.76,27.6,40.32
2014-06-05,647.35,33.87,27.66,41.21
2014-06-06,645.57,33.84,28.17,41.48
2014-06-09,93.7,33.74,27.91,41.27
2014-06-10,94.25,33.61,28.24,41.11
2014-06-11,93.86,33.25,27.93,40.86
2014-06-12,92.29,33.39,27.96,40.58
2014-06-13,91.28,35.16,29.87,41.23
2014-06-16,92.2,34.9,30.01,41.5
2014-06-17,92.08,34.91,29.95,41.68
2014-06-18,92.18,34.71,29.93,41.65
2014-06-19,91.86,34.48,30.09,41.51
2014-06-20,90.91,34.22,30.2,41.68
2014-06-23,90.83,34.52,30.23,41.99
2014-06-24,90.28,33.95,30.5,41.745
2014-06-25,90.36,33.59,30.88,42.03
2014-06-26,90.9,33.91,30.78,41.72
2014-06-27,91.98,33.91,30.93,42.25
2014-06-30,92.93,33.68,30.9,41.7
2014-07-01,93.52,34.18,30.98,41.87
2014-07-02,93.48,33.88,30.98,41.9
2014-07-03,94.03,34.0,31.14,41.8
2014-07-07,95.968,33.87,31.03,41.99
2014-07-08,95.35,33.5,30.79,41.78
2014-07-09,95.39,33.65,30.89,41.67
2014-07-10,95.035,33.85,31.26,41.685
2014-07-11,95.22,33.97,31.25,42.09
2014-07-14,96.45,34.15,31.49,42.14
2014-07-15,95.32,34.15,31.71,42.45
2014-07-16,94.78,34.82,34.65,44.08
2014-07-17,93.0899,34.81,33.7,44.53
2014-07-18,94.43,34.81,33.7,44.69
2014-07-21,93.939,34.52,34.06,44.835
2014-07-22,94.72,35.15,34.7901,44.83
2014-07-23,97.19,34.98,34.5,44.87
2014-07-24,97.03,35.04,34.25,44.4
2014-07-25,97.671,35.43,34.25,44.5
2014-07-28,99.02,35.6,34.23,43.97
2014-07-29,98.38,35.94,34.19,43.885
2014-07-30,98.15,36.11,34.35,43.5785
2014-07-31,95.6,35.61,33.89,43.16
2014-08-01,96.13,35.19,33.745,42.86
2014-08-04,95.59,35.33,34.05,43.37
2014-08-05,95.12,35.07,32.82,43.08
2014-08-06,94.96,35.04,32.845,42.74
2014-08-07,94.48,34.82,32.68,43.23
2014-08-08,94.74,35.17,32.6,43.2
2014-08-11,95.99,35.2,33.02,43.2
2014-08-12,95.97,35.12,33.13,43.52
2014-08-13,97.24,35.3,34.1,44.08
2014-08-14,97.5,35.59,33.94,44.27
2014-08-15,97.98,35.07,34.17,44.79
2014-08-18,99.16,35.34,34.41,45.11
2014-08-19,100.53,35.48,34.34,45.33
2014-08-20,100.57,35.12,34.5,44.95
2014-08-21,100.58,37.0,35.15,45.22
2014-08-22,101.32,36.84,34.94,45.15
2014-08-25,101.54,37.15,34.81,45.17
2014-08-26,100.889,37.83,34.8,45.005
2014-08-27,102.13,38.16,34.79,44.87
2014-08-28,102.25,37.99,34.65,44.88
2014-08-29,102.5,38.0,34.92,45.43
2014-09-02,103.3,38.05,34.57,45.09
2014-09-03,98.94,38.07,34.57,44.96
2014-09-04,98.12,37.66,34.905,45.26
2014-09-05,98.97,37.58,35.0,45.91
2014-09-08,98.36,37.28,35.33,46.47
2014-09-09,97.99,36.79,34.91,46.76
2014-09-10,101.0,37.03,35.02,46.84
2014-09-11,101.43,36.76,35.02,47.0
2014-09-12,101.66,36.56,34.62,46.695
2014-09-15,101.63,36.25,34.54,46.24
2014-09-16,100.86,36.26,34.93,46.76
2014-09-17,101.58,36.67,34.98,46.52
2014-09-18,101.79,37.01,35.17,46.68
2014-09-19,100.96,36.79,34.82,47.52
2014-09-22,101.06,36.47,34.71,47.06
2014-09-23,102.64,35.79,34.42,46.56
2014-09-24,101.75,35.95,34.75,47.08
2014-09-25,97.87,35.27,34.14,46.04
2014-09-26,100.75,35.37,34.26,46.41
2014-09-29,100.11,34.97,34.9,46.44
2014-09-30,100.75,35.47,34.82,46.36
2014-10-01,99.18,34.55,33.99,45.9
2014-10-02,99.9,34.51,33.52,45.76
2014-10-03,99.62,35.2,34.03,46.09
2014-10-06,99.62,36.87,34.11,46.09
2014-10-07,98.75,35.22,33.47,45.53
2014-10-08,100.8,35.92,34.27,46.78
2014-10-09,101.02,34.32,33.62,45.85
2014-10-10,100.73,33.5,31.91,44.03
2014-10-13,99.81,32.69,31.47,43.65
2014-10-14,98.75,32.24,32.14,43.73
2014-10-15,97.54,32.8,31.275,43.22
2014-10-16,96.26,34.0,30.85,42.74
2014-10-17,97.67,34.16,31.38,43.63
2014-10-20,99.76,33.82,31.58,44.08
2014-10-21,102.47,34.74,32.61,44.88
2014-10-22,102.99,34.49,32.27,44.38
2014-10-23,104.83,34.94,32.69,45.02
2014-10-24,105.22,34.93,33.18,46.13
2014-10-27,105.11,35.3,33.2,45.91
2014-10-28,106.74,35.54,33.74,46.49
2014-10-29,107.34,35.38,33.92,46.62
2014-10-30,106.98,35.32,32.58,46.05
2014-10-31,108.0,35.88,34.01,46.95
2014-11-03,109.4,35.86,34.31,47.44
2014-11-04,108.6,35.9,34.54,47.57
2014-11-05,108.86,36.18,33.76,47.86
2014-11-06,108.7,36.15,33.82,48.7
2014-11-07,109.01,36.38,33.58,48.68
2014-11-10,108.83,36.9,33.26,48.89
2014-11-11,109.7,36.76,33.31,48.87
2014-11-12,111.25,36.51,33.38,48.78
2014-11-13,112.82,36.36,33.68,49.61
2014-11-14,114.18,36.92,33.95,49.58
2014-11-17,113.99,37.41,34.24,49.46
2014-11-18,115.47,37.5,34.71,48.74
2014-11-19,114.67,37.18,34.35,48.22
2014-11-20,116.31,36.93,35.95,48.7
2014-11-21,116.47,37.26,35.59,47.98
2014-11-24,118.625,37.5,36.25,47.59
2014-11-25,117.6,37.63,36.32,47.47
2014-11-26,119.0,39.16,36.9,47.75
2014-11-28,118.93,39.06,37.25,47.81
2014-12-01,115.07,38.56,37.17,48.62
2014-12-02,114.63,38.95,37.6,48.46
2014-12-03,115.93,39.05,37.43,48.08
2014-12-04,115.49,39.07,37.46,48.84
2014-12-05,115.0,39.55,37.67,48.42
2014-12-08,112.4,38.46,37.2,47.695
2014-12-09,114.12,38.2,36.89,47.59
2014-12-10,111.95,37.36,36.42,46.9
2014-12-11,111.62,38.47,36.7,47.17
2014-12-12,109.73,38.01,36.225,46.95
2014-12-15,108.225,37.61,35.92,46.67
2014-12-16,106.745,37.32,35.56,45.16
2014-12-17,109.41,38.65,36.24,45.74
2014-12-18,112.65,39.82,37.02,47.52
2014-12-19,111.78,39.9,36.37,47.66
2014-12-22,112.94,39.8,37.21,47.98
2014-12-23,112.54,40.36,37.43,48.45
2014-12-24,112.01,40.54,37.44,48.14
2014-12-26,113.99,40.7,37.55,47.88
2014-12-29,113.91,40.71,37.18,47.45
2014-12-30,112.52,40.72,36.76,47.02
2014-12-31,110.38,40.13,36.29,46.45
2015-01-02,109.33,40.24,36.36,46.76
2015-01-05,106.25,39.57,35.95,46.325
2015-01-06,106.26,39.27,35.28,45.65
2015-01-07,107.75,39.73,36.02,46.23
2015-01-08,111.89,40.68,36.69,47.59
2015-01-09,112.01,40.67,36.76,47.19
2015-01-12,109.25,39.92,36.6,46.6
2015-01-13,110.22,39.81,36.5,46.355
2015-01-14,109.8,39.46,36.35,45.955
2015-01-15,106.82,38.19,36.19,45.48
2015-01-16,105.99,38.34,36.45,46.24
2015-01-20,108.72,38.62,36.09,46.39
2015-01-21,109.55,38.57,36.48,45.92
2015-01-22,112.4,40.06,36.91,47.13
2015-01-23,112.98,40.08,36.445,47.18
2015-01-26,113.1,38.84,35.805,47.01
2015-01-27,109.14,37.36,34.185,42.66
2015-01-28,115.31,37.16,33.775,41.19
2015-01-29,118.9,37.74,34.21,42.01
2015-01-30,117.16,36.13,33.04,40.4
2015-02-02,118.63,36.47,33.65,41.28
2015-02-03,118.65,37.77,33.7,41.6
2015-02-04,119.56,37.9,33.6,41.84
2015-02-05,119.94,37.95,33.94,42.45
2015-02-06,118.93,37.95,33.295,42.41
2015-02-09,119.72,37.64,32.93,42.36
2015-02-10,122.02,37.89,33.7,42.6
2015-02-11,124.88,38.18,33.55,42.38
2015-02-12,126.46,38.37,34.125,43.09
2015-02-13,127.08,38.56,34.36,43.87
2015-02-17,127.83,38.53,34.735,43.58
2015-02-18,128.715,38.15,34.265,43.53
2015-02-19,128.45,38.38,34.21,43.5
2015-02-20,129.495,38.39,34.41,43.855
2015-02-23,133.0,38.19,33.76,44.15
2015-02-24,132.17,38.49,34.41,44.09
2015-02-25,128.79,34.67,33.945,43.99
2015-02-26,130.415,34.01,33.65,44.055
2015-02-27,128.46,34.84,33.25,43.85
2015-03-02,129.09,34.92,34.06,43.88
2015-03-03,129.36,34.57,34.095,43.28
2015-03-04,128.54,34.19,34.12,43.055
2015-03-05,126.41,34.0,33.73,43.11
2015-03-06,126.6,33.18,33.19,42.36
2015-03-09,127.14,32.95,32.72,42.85
2015-03-10,124.51,32.67,31.7,42.03
2015-03-11,122.24,32.61,32.33,41.98
2015-03-12,124.45,32.72,30.8,41.02
2015-03-13,123.59,32.43,30.93,41.38
2015-03-16,124.95,32.38,30.83,41.56
2015-03-17,127.04,32.43,30.59,41.695
2015-03-18,128.47,33.03,30.89,42.5
2015-03-19,127.495,32.84,30.74,42.285
2015-03-20,125.9,33.28,31.31,42.88
2015-03-23,127.21,33.45,31.2,42.855
2015-03-24,126.69,33.31,30.79,42.9
2015-03-25,123.38,32.2,29.89,41.46
2015-03-26,124.24,32.01,30.08,41.21
2015-03-27,123.25,31.49,32.0,40.97
2015-03-30,126.37,31.57,31.46,40.96
2015-03-31,124.43,31.16,31.27,40.655
2015-04-01,124.25,31.29,30.81,40.72
2015-04-02,125.32,31.4,30.81,40.29
2015-04-06,127.35,31.83,31.04,41.545
2015-04-07,126.01,31.42,31.26,41.53
2015-04-08,125.6,31.52,31.31,41.42
2015-04-09,126.56,31.55,31.24,41.48
2015-04-10,127.1,32.11,31.93,41.72
2015-04-13,126.85,32.7,31.73,41.76
2015-04-14,126.3,32.52,31.49,41.65
2015-04-15,126.78,33.04,32.83,42.255
2015-04-16,126.17,32.81,32.87,42.16
2015-04-17,124.75,32.53,32.47,41.615
2015-04-20,127.6,33.41,32.73,42.905
2015-04-21,126.91,33.21,32.43,42.635
2015-04-22,128.62,33.51,32.7,42.985
2015-04-23,129.67,33.38,32.35,43.34
2015-04-24,130.28,33.26,32.08,47.87
2015-04-27,132.65,33.07,32.5,48.03
2015-04-28,130.56,33.24,33.02,49.155
2015-04-29,128.64,33.32,32.885,49.06
2015-04-30,125.15,32.97,32.55,48.64
2015-05-01,128.95,33.8,33.42,48.655
2015-05-04,128.7,33.65,33.43,48.24
2015-05-05,125.8,33.16,32.64,47.6
2015-05-06,125.01,32.5,32.22,46.28
2015-05-07,125.26,32.82,32.245,46.7
2015-05-08,127.62,33.41,32.8,47.75
2015-05-11,126.32,33.7,32.69,47.37
2015-05-12,125.865,32.92,32.25,47.35
2015-05-13,126.01,33.3,32.64,47.625
2015-05-14,128.95,33.7,32.97,48.72
2015-05-15,128.77,33.6,32.99,48.295
2015-05-18,130.19,33.25,33.41,48.01
2015-05-19,130.07,33.4,33.15,47.58
2015-05-20,130.06,33.07,33.37,47.58
2015-05-21,131.39,33.83,33.55,47.42
2015-05-22,132.54,34.76,33.45,46.9
2015-05-26,129.62,33.38,33.105,46.59
2015-05-27,132.045,33.78,33.71,47.61
2015-05-28,131.78,33.65,34.01,47.45
2015-05-29,130.28,33.4,34.46,46.86
2015-06-01,130.535,33.76,33.905,47.23
2015-06-02,129.96,33.88,33.27,46.92
2015-06-03,130.12,33.96,32.73,46.85
2015-06-04,129.36,33.3,32.31,46.36
2015-06-05,128.65,32.92,31.84,46.14
2015-06-08,127.8,32.69,31.3,45.73
2015-06-09,127.42,32.58,31.25,45.65
2015-06-10,128.88,32.91,31.82,46.61
2015-06-11,128.59,32.52,31.85,46.44
2015-06-12,127.17,32.41,31.32,45.97
2015-06-15,126.92,31.71,31.39,45.475
2015-06-16,127.6,31.65,31.635,45.83
2015-06-17,127.3,32.21,31.95,45.97
2015-06-18,127.88,32.08,32.38,46.72
2015-06-19,126.6,31.8,32.07,46.1
2015-06-22,127.61,31.7,32.26,46.23
2015-06-23,127.03,31.63,32.085,45.91
2015-06-24,128.11,31.54,31.91,45.635
2015-06-25,127.5,31.21,31.99,45.65
2015-06-26,126.75,30.53,31.02,45.26
2015-06-29,124.53,29.97,30.39,44.37
2015-06-30,125.425,30.01,30.415,44.15
2015-07-01,126.6,30.52,30.18,44.445
2015-07-02,126.44,30.69,30.555,44.4
2015-07-06,126.0,30.57,30.04,44.39
2015-07-07,125.69,30.8,29.9,44.3
2015-07-08,122.57,30.45,29.5,44.24
2015-07-09,120.07,30.39,28.93,44.52
2015-07-10,123.28,30.65,29.17,44.61
2015-07-13,125.66,30.74,29.73,45.54
2015-07-14,125.61,30.51,29.65,45.62
2015-07-15,126.82,30.5,29.69,45.76
2015-07-16,128.51,30.35,29.9,46.66
2015-07-17,129.62,30.36,29.47,46.62
2015-07-20,132.07,30.45,29.1,46.92
2015-07-21,130.75,30.66,28.72,47.28
2015-07-22,125.22,30.77,28.605,45.54
2015-07-23,125.16,31.23,28.595,46.11
2015-07-24,124.5,30.81,28.06,45.94
2015-07-27,122.77,30.25,28.35,45.35
2015-07-28,123.38,30.27,28.96,45.34
2015-07-29,122.99,30.3,29.01,46.29
2015-07-30,122.37,30.62,28.91,46.88
2015-07-31,121.3,30.52,28.95,46.7
2015-08-03,118.44,30.02,29.05,46.81
2015-08-04,114.64,29.76,29.13,47.54
2015-08-05,115.4,30.3,29.12,47.58
2015-08-06,115.13,30.14,29.01,46.62
2015-08-07,115.52,29.41,28.88,46.74
2015-08-10,119.72,30.24,29.64,47.33
2015-08-11,113.49,29.32,28.97,46.41
2015-08-12,115.24,29.1,29.46,46.74
2015-08-13,115.15,28.45,28.87,46.73
2015-08-14,115.96,28.71,29.02,47.0
2015-08-17,117.16,28.61,29.08,47.32
2015-08-18,116.5,28.39,28.91,47.27
2015-08-19,115.01,27.74,28.36,46.61
2015-08-20,112.65,27.35,27.53,45.66
2015-08-21,105.76,27.47,26.56,43.07
2015-08-24,103.12,26.6,26.25,41.68
2015-08-25,103.74,25.69,25.87,40.47
2015-08-26,109.69,27.1,27.3,42.71
2015-08-27,112.92,27.79,27.72,43.9
2015-08-28,113.29,28.03,28.42,43.93
2015-08-31,112.76,28.06,28.54,43.52
2015-09-01,107.72,27.81,27.82,41.82
2015-09-02,112.34,28.0,28.6,43.36
2015-09-03,110.37,28.13,29.08,43.5
2015-09-04,109.27,26.99,28.52,42.61
2015-09-08,112.31,27.59,29.5,43.89
2015-09-09,110.15,27.26,29.24,43.07
2015-09-10,112.57,27.33,29.27,43.29
2015-09-11,114.21,27.15,29.47,43.48
2015-09-14,115.31,27.04,29.39,43.04
2015-09-15,116.28,27.11,29.73,43.98
2015-09-16,116.41,28.47,29.77,44.3
2015-09-17,113.92,27.57,29.71,44.25
2015-09-18,113.45,26.54,29.02,43.48
2015-09-21,115.21,26.44,29.16,44.11
2015-09-22,113.4,25.65,28.67,43.9
2015-09-23,114.32,25.49,28.74,43.87
2015-09-24,115.0,25.26,28.48,43.91
2015-09-25,114.71,25.01,28.81,43.94
2015-09-28,112.44,24.57,28.76,43.29
2015-09-29,109.06,24.65,29.24,43.44
2015-09-30,109.95,25.61,30.115,44.2
2015-10-01,109.58,25.35,30.0,44.61
2015-10-02,110.38,26.07,30.51,45.57
2015-10-05,110.78,27.18,31.21,46.63
2015-10-06,111.31,28.0,31.74,46.75
2015-10-07,110.78,28.01,32.315,46.8
2015-10-08,109.5,29.18,32.52,47.45
2015-10-09,112.12,29.3,32.14,47.11
2015-10-12,111.6,29.3,32.21,47.0
2015-10-13,111.79,29.23,32.04,46.89
2015-10-14,110.21,29.42,32.8,46.68
2015-10-15,111.86,28.77,32.75,47.01
2015-10-16,111.04,28.86,33.04,47.51
2015-10-19,111.73,28.98,33.59,47.62
2015-10-20,113.77,28.56,33.44,47.77
2015-10-21,113.76,28.23,33.37,47.2
2015-10-22,115.5,28.77,34.4,48.03
2015-10-23,119.08,29.03,34.9,52.87
2015-10-26,115.28,28.07,34.59,54.25
2015-10-27,114.55,27.45,34.47,53.69
2015-10-28,119.27,27.98,34.71,53.98
2015-10-29,120.53,27.37,34.03,53.36
2015-10-30,119.5,26.96,33.86,52.64
2015-11-02,121.18,13.83,34.11,53.24
2015-11-03,122.57,14.29,34.31,54.15
2015-11-04,122.0,14.14,34.15,54.4
2015-11-05,120.92,14.05,34.0,54.38
2015-11-06,121.06,14.01,33.84,54.92
2015-11-09,120.57,13.87,33.35,54.16
2015-11-10,116.77,14.12,33.21,53.51
2015-11-11,116.11,13.92,32.86,53.65
2015-11-12,115.72,13.31,32.4,53.32
2015-11-13,112.34,13.11,32.11,52.84
2015-11-16,114.175,13.35,32.1,53.765
2015-11-17,113.69,13.28,32.64,52.97
2015-11-18,117.29,13.64,33.16,53.85
2015-11-19,118.78,13.79,34.3,53.94
2015-11-20,119.3,14.06,34.66,54.19
2015-11-23,117.75,14.23,34.48,54.19
2015-11-24,118.88,14.64,34.36,54.25
2015-11-25,118.03,12.64,34.45,53.69
2015-11-27,117.81,12.61,34.46,53.93
2015-11-30,118.3,12.54,34.77,54.35
2015-12-01,117.34,12.74,35.09,55.22
2015-12-02,116.28,11.95,34.83,55.21
2015-12-03,115.2,12.15,34.04,54.2
2015-12-04,119.03,12.32,34.935,55.91
2015-12-07,118.28,12.15,34.985,55.81
2015-12-08,118.23,12.19,34.75,55.79
2015-12-09,115.62,12.11,34.81,54.98
2015-12-10,116.17,12.36,34.77,55.27
2015-12-11,113.18,12.21,34.27,54.06
2015-12-14,112.48,12.16,34.47,55.14
2015-12-15,110.49,12.21,35.18,55.2
2015-12-16,111.34,12.26,35.3,56.13
2015-12-17,108.98,11.9,34.91,55.7
2015-12-18,106.03,11.51,33.865,54.13
2015-12-21,107.33,11.43,34.24,54.83
2015-12-22,107.23,11.66,34.73,55.35
2015-12-23,108.61,11.75,35.0,55.82
2015-12-24,108.03,11.73,34.98,55.67
2015-12-28,106.82,11.63,34.93,55.95
2015-12-29,108.74,11.86,35.44,56.55
2015-12-30,107.32,11.84,34.99,56.31
2015-12-31,105.26,11.84,34.45,55.48
2016-01-04,105.35,11.6,33.99,54.8
2016-01-05,102.71,11.71,33.83,55.05
2016-01-06,100.7,11.29,33.08,54.05
2016-01-07,96.45,10.77,31.84,52.17
2016-01-08,96.96,10.58,31.51,52.33
2016-01-11,98.53,10.65,32.06,52.3
2016-01-12,99.96,10.82,32.68,52.78
2016-01-13,97.39,10.58,31.91,51.64
2016-01-14,99.52,10.62,32.74,53.11
2016-01-15,97.13,10.11,29.76,50.99
2016-01-19,96.66,9.76,29.8,50.56
2016-01-20,96.79,9.55,29.59,50.79
2016-01-21,96.3,9.94,29.66,50.48
2016-01-22,101.42,9.8,29.925,52.29
2016-01-25,99.44,9.49,29.6,51.79
2016-01-26,99.99,9.64,29.94,52.17
2016-01-27,93.42,9.62,29.81,51.22
2016-01-28,94.09,9.48,29.97,52.055
2016-01-29,97.34,9.71,31.02,55.09
2016-02-01,96.43,9.97,30.82,54.71
2016-02-02,94.48,9.88,29.8,53.0
2016-02-03,96.35,9.65,29.34,52.16
2016-02-04,96.6,9.86,29.77,52.0
2016-02-05,94.02,9.91,29.04,50.16
2016-02-08,95.01,9.37,28.82,49.41
2016-02-09,94.99,9.19,28.81,49.28
2016-02-10,94.27,9.28,28.23,49.71
2016-02-11,93.7,9.02,28.22,49.69
2016-02-12,93.99,9.42,28.64,50.5
2016-02-16,96.64,9.81,28.78,51.09
2016-02-17,98.12,10.08,29.47,52.42
2016-02-18,96.26,10.52,29.42,52.19
2016-02-19,96.04,10.32,28.71,51.82
2016-02-22,96.88,10.68,29.35,52.65
2016-02-23,94.69,10.31,28.8,51.18
2016-02-24,96.1,10.82,29.19,51.36
2016-02-25,96.76,10.34,29.62,52.1
2016-02-26,96.91,10.64,29.8,51.3
2016-02-29,96.69,10.69,29.59,50.88
2016-03-01,100.53,10.93,30.37,52.58
2016-03-02,100.75,10.9,30.54,52.95
2016-03-03,101.5,11.11,30.58,52.35
2016-03-04,103.01,11.18,30.63,52.03
2016-03-07,101.87,11.31,30.94,51.03
2016-03-08,101.03,11.05,30.56,51.65
2016-03-09,101.12,11.36,30.865,52.84
2016-03-10,101.17,11.42,31.25,52.05
2016-03-11,102.26,11.7,31.76,53.07
2016-03-14,102.52,11.47,31.43,53.17
2016-03-15,104.58,11.4,31.65,53.59
2016-03-16,105.97,11.62,31.69,54.35
2016-03-17,105.8,11.72,31.98,54.66
2016-03-18,105.92,12.18,32.68,53.49
2016-03-21,105.91,12.21,32.34,53.86
2016-03-22,106.72,12.26,32.32,54.07
2016-03-23,106.13,12.02,32.0,53.97
2016-03-24,105.67,12.07,31.88,54.21
2016-03-28,105.19,12.07,31.9,53.54
2016-03-29,107.68,12.28,32.38,54.71
2016-03-30,109.56,12.3,32.71,55.05
2016-03-31,108.99,12.32,32.35,55.23
2016-04-01,109.99,12.26,32.45,55.57
2016-04-04,111.12,12.1,32.0,55.43
2016-04-05,109.81,11.95,31.9,54.56
2016-04-06,110.96,12.28,32.08,55.12
2016-04-07,108.54,11.99,31.55,54.46
2016-04-08,108.66,12.06,31.63,54.42
2016-04-11,109.02,12.13,31.67,54.31
2016-04-12,110.44,12.22,31.86,54.65
2016-04-13,112.04,12.64,32.13,55.35
2016-04-14,112.1,12.55,31.8,55.36
2016-04-15,109.85,12.52,31.46,55.65
2016-04-18,107.48,12.67,31.65,56.46
2016-04-19,106.91,12.78,31.6,56.39
2016-04-20,107.13,12.8,32.0,55.59
2016-04-21,105.97,12.59,31.97,55.78
2016-04-22,105.68,12.61,31.64,51.78
2016-04-25,105.08,12.57,31.39,52.11
2016-04-26,104.35,12.73,31.4,51.44
2016-04-27,97.82,12.76,31.75,50.94
2016-04-28,94.83,12.57,31.11,49.9
2016-04-29,93.74,12.27,30.28,49.87
2016-05-02,93.64,12.12,30.61,50.61
2016-05-03,95.18,11.71,30.36,49.78
2016-05-04,94.19,11.59,29.85,49.87
2016-05-05,93.24,11.45,29.9,49.94
2016-05-06,92.72,11.59,30.04,50.39
2016-05-09,92.79,11.43,29.8,50.07
2016-05-10,93.42,11.61,30.14,51.02
2016-05-11,92.51,11.69,30.06,51.05
2016-05-12,90.34,11.56,29.76,51.51
2016-05-13,90.52,11.5,29.91,51.08
2016-05-16,93.88,11.64,30.39,51.83
2016-05-17,93.49,11.53,29.98,50.51
2016-05-18,94.56,11.57,29.99,50.81
2016-05-19,94.2,11.44,29.63,50.32
2016-05-20,95.22,11.66,30.15,50.62
2016-05-23,96.43,11.67,30.23,50.03
2016-05-24,97.9,11.91,31.06,51.59
2016-05-25,99.62,12.2,31.39,52.12
2016-05-26,100.41,13.04,31.49,51.89
2016-05-27,100.35,13.17,31.57,52.32
2016-05-31,99.86,13.38,31.59,53.0
2016-06-01,98.46,13.44,31.66,52.85
2016-06-02,97.72,13.54,31.76,52.48
2016-06-03,97.92,13.44,31.62,51.79
2016-06-06,98.63,13.67,31.68,52.13
2016-06-07,99.03,13.69,31.88,52.1
2016-06-08,98.94,13.87,31.89,52.04
2016-06-09,99.65,13.84,31.94,51.62
2016-06-10,98.83,13.5,32.04,51.48
2016-06-13,97.34,13.03,32.17,50.14
2016-06-14,97.46,13.05,32.14,49.83
2016-06-15,97.14,13.0,31.61,49.69
2016-06-16,97.55,12.98,31.69,50.39
2016-06-17,95.33,13.12,31.76,50.13
2016-06-20,95.1,13.07,32.17,50.07
2016-06-21,95.91,13.33,32.32,51.19
2016-06-22,95.55,12.61,32.29,50.99
2016-06-23,96.1,12.95,32.99,51.91
2016-06-24,93.4,12.26,31.55,49.83
2016-06-27,92.04,11.55,30.72,48.43
2016-06-28,93.59,11.79,31.19,49.44
2016-06-29,94.4,12.18,31.93,50.54
2016-06-30,95.6,12.55,32.8,51.17
2016-07-01,95.89,12.73,32.75,51.16
2016-07-05,94.99,12.36,32.68,51.17
2016-07-06,95.53,12.6,32.97,51.38
2016-07-07,95.94,12.85,33.2,51.38
2016-07-08,96.68,13.08,34.0,52.3
2016-07-11,96.98,13.16,34.38,52.59
2016-07-12,97.42,13.72,34.94,53.21
2016-07-13,96.87,13.81,35.01,53.51
2016-07-14,98.79,13.8,35.2,53.74
2016-07-15,98.78,13.85,35.07,53.7
2016-07-18,99.83,13.94,35.05,53.96
2016-07-19,99.87,14.05,35.15,53.09
2016-07-20,99.96,14.16,35.69,55.91
2016-07-21,99.43,14.0,34.27,55.8
2016-07-22,98.66,14.11,34.66,56.57
2016-07-25,97.34,14.16,34.69,56.73
2016-07-26,96.67,14.18,35.09,56.76
2016-07-27,102.95,13.99,34.83,56.19
2016-07-28,104.34,13.94,34.77,56.21
2016-07-29,104.21,14.01,34.86,56.68
2016-08-01,106.05,14.18,34.85,56.58
2016-08-02,104.48,14.06,34.56,56.58
2016-08-03,105.79,14.31,34.25,56.97
2016-08-04,105.87,14.15,34.58,57.39
2016-08-05,107.48,14.28,34.98,57.96
2016-08-08,108.37,14.26,35.04,58.06
2016-08-09,108.81,14.25,34.92,58.2
2016-08-10,108.0,14.19,34.53,58.02
2016-08-11,107.93,14.3,34.68,58.3
2016-08-12,108.18,14.28,34.57,57.94
2016-08-15,109.48,14.52,34.91,58.12
2016-08-16,109.38,14.41,35.21,57.44
2016-08-17,109.22,14.5,35.02,57.56
2016-08-18,109.08,14.51,34.97,57.6
2016-08-19,109.36,14.42,35.24,57.62
2016-08-22,108.51,14.37,35.36,57.67
2016-08-23,108.85,14.57,35.4,57.89
2016-08-24,108.03,14.4,35.15,57.95
2016-08-25,107.57,14.37,35.09,58.17
2016-08-26,106.94,14.39,35.26,58.03
2016-08-29,106.82,14.43,35.55,58.1
2016-08-30,106.0,14.38,35.7,57.89
2016-08-31,106.1,14.37,35.89,57.46
2016-09-01,106.73,14.5,36.02,57.59
2016-09-02,107.73,14.49,36.08,57.67
2016-09-06,107.7,14.63,36.57,57.61
2016-09-07,108.36,14.69,36.46,57.66
2016-09-08,105.52,14.63,36.44,57.43
2016-09-09,103.13,14.07,35.44,56.21
2016-09-12,105.44,14.49,36.08,57.05
2016-09-13,107.95,14.18,35.61,56.53
2016-09-14,111.77,14.27,35.62,56.26
2016-09-15,115.57,14.5,36.56,57.19
2016-09-16,114.92,14.53,37.67,57.25
2016-09-19,113.58,14.56,37.16,56.93
2016-09-20,113.57,14.54,37.14,56.81
2016-09-21,113.55,14.99,37.45,57.76
2016-09-22,114.62,15.12,37.55,57.82
