Date,AAPL,HPQ,INTC,MSFT
2016-09-23,112.71,15.09,37.19,57.43
2016-09-26,112.88,15.02,36.65,56.9
2016-09-27,113.09,15.34,37.18,57.95
2016-09-28,113.95,15.49,37.44,58.03
2016-09-29,112.18,15.39,37.32,57.4
2016-09-30,113.05,15.53,37.75,57.6
2016-10-03,112.52,15.65,37.66,57.42
2016-10-04,113.0,15.36,37.54,57.24
2016-10-05,113.05,15.63,37.99,57.64
2016-10-06,113.89,15.6,38.07,57.74
2016-10-07,114.06,15.58,38.1,57.8
2016-10-10,116.05,15.59,38.02,58.04
2016-10-11,116.3,15.44,37.27,57.19
2016-10-12,117.34,15.35,37.13,57.11
2016-10-13,116.98,15.15,36.97,56.92
2016-10-14,117.63,14.48,37.45,57.42
2016-10-17,117.55,14.03,37.29,57.22
2016-10-18,117.47,14.21,37.75,57.66
2016-10-19,117.12,14.12,35.51,57.53
2016-10-20,117.06,14.1,35.43,57.25
2016-10-21,116.6,13.8,35.15,59.66
2016-10-24,117.65,13.97,35.26,61.0
2016-10-25,118.25,13.9,35.1,60.99
2016-10-26,115.59,13.91,34.92,60.63
2016-10-27,114.48,13.99,34.81,60.1
2016-10-28,113.72,14.09,34.74,59.87
2016-10-31,113.54,14.49,34.87,59.92
2016-11-01,111.49,14.35,34.52,59.8
2016-11-02,111.59,14.65,34.6,59.43
2016-11-03,109.83,14.54,33.93,59.21
2016-11-04,108.84,14.71,33.61,58.71
2016-11-07,110.41,15.05,34.69,60.42
2016-11-08,111.06,15.28,34.74,60.47
2016-11-09,110.88,15.57,34.75,60.17
2016-11-10,107.79,15.49,34.5,58.7
2016-11-11,108.43,15.82,34.61,59.02
2016-11-14,105.71,16.1,34.48,58.12
2016-11-15,107.11,15.87,34.91,58.87
2016-11-16,109.99,15.8,34.84,59.65
2016-11-17,109.95,15.89,35.02,60.64
2016-11-18,110.06,15.87,34.95,60.35
2016-11-21,111.73,16.0,34.98,60.86
2016-11-22,111.8,15.95,35.48,61.12
2016-11-23,111.23,14.87,35.2,60.4
2016-11-25,111.79,15.18,35.44,60.53
2016-11-28,111.57,15.08,35.51,60.61
2016-11-29,111.46,15.15,35.31,61.09
2016-11-30,110.52,15.4,34.7,60.26
2016-12-01,109.49,15.06,33.76,59.2
2016-12-02,109.9,15.12,34.16,59.25
2016-12-05,109.11,15.55,34.39,60.22
2016-12-06,109.95,15.6,34.72,59.95
2016-12-07,111.03,16.15,35.5,61.37
2016-12-08,112.12,16.16,35.7,61.01
2016-12-09,113.95,15.78,35.76,61.97
2016-12-12,113.3,15.83,35.97,62.17
2016-12-13,115.19,15.82,36.8,62.98
2016-12-14,115.19,15.61,36.55,62.68
2016-12-15,115.82,15.51,36.79,62.58
2016-12-16,115.97,15.05,36.31,62.3
2016-12-19,116.64,15.12,36.89,63.62
2016-12-20,116.95,15.08,37.21,63.54
2016-12-21,117.06,15.14,36.98,63.54
2016-12-22,116.29,15.14,36.93,63.55
2016-12-23,116.52,15.1,36.97,63.24
2016-12-27,117.26,15.21,37.07,63.28
2016-12-28,116.76,14.94,36.63,62.99
2016-12-29,116.73,14.94,36.66,62.9
2016-12-30,115.82,14.84,36.27,62.14
2017-01-03,116.15,14.85,36.6,62.58
2017-01-04,116.02,15.08,36.41,62.3
2017-01-05,116.61,15.07,36.35,62.3
2017-01-06,117.91,15.0,36.48,62.84
2017-01-09,118.99,14.68,36.61,62.64
2017-01-10,119.11,14.69,36.54,62.62
2017-01-11,119.75,14.94,36.95,63.19
2017-01-12,119.25,14.79,36.71,62.61
2017-01-13,119.04,14.77,36.79,62.7
2017-01-17,120.0,14.58,36.8,62.53
2017-01-18,119.99,14.58,36.76,62.5
2017-01-19,119.78,14.86,36.57,62.3
2017-01-20,120.0,14.73,36.94,62.74
2017-01-23,120.08,14.67,36.77,62.96
2017-01-24,119.97,15.17,37.62,63.52
2017-01-25,121.88,15.19,37.8,63.68
2017-01-26,121.94,14.79,37.56,64.27
2017-01-27,121.95,14.8,37.98,65.78
2017-01-30,121.63,14.84,37.42,65.13
2017-01-31,121.35,15.05,36.82,64.65
2017-02-01,128.75,14.99,36.52,63.58
2017-02-02,128.53,15.21,36.68,63.17
2017-02-03,129.08,15.27,36.52,63.68
2017-02-06,130.29,15.26,36.27,63.64
2017-02-07,131.53,15.43,36.35,63.43
2017-02-08,132.04,15.51,36.38,63.34
2017-02-09,132.42,15.64,35.46,64.06
2017-02-10,132.12,15.72,35.34,64.0
2017-02-13,133.29,16.04,35.8,64.72
2017-02-14,135.02,16.06,35.93,64.57
2017-02-15,135.51,15.98,36.05,64.53
2017-02-16,135.345,15.92,36.41,64.52
2017-02-17,135.72,15.95,36.48,64.62
2017-02-21,136.7,16.13,36.52,64.49
2017-02-22,137.11,16.2,36.07,64.36
2017-02-23,136.53,17.6,36.18,64.62
2017-02-24,136.66,17.65,36.53,64.62
2017-02-27,136.93,17.65,36.51,64.23
2017-02-28,136.99,17.37,36.2,63.98
2017-03-01,139.79,17.62,35.93,64.94
2017-03-02,138.96,17.32,35.91,64.01
2017-03-03,139.78,17.35,35.9,64.25
2017-03-06,139.34,17.3,35.57,64.27
2017-03-07,139.52,17.27,35.8,64.4
2017-03-08,139.0,17.32,35.62,64.99
2017-03-09,138.68,17.36,35.82,64.73
2017-03-10,139.14,17.39,35.91,64.93
2017-03-13,139.2,17.49,35.16,64.71
2017-03-14,138.99,17.47,35.18,64.41
2017-03-15,140.46,17.57,35.1,64.75
2017-03-16,140.69,17.65,35.14,64.64
2017-03-17,139.99,17.56,35.27,64.87
2017-03-20,141.46,17.56,35.43,64.93
2017-03-21,139.84,17.15,35.04,64.21
2017-03-22,141.42,17.23,35.37,65.03
2017-03-23,140.92,17.21,35.27,64.87
2017-03-24,140.64,17.23,35.16,64.98
2017-03-27,140.88,17.2,35.39,65.1
2017-03-28,143.8,17.26,35.6,65.29
2017-03-29,144.12,17.26,35.57,65.47
2017-03-30,143.93,17.65,35.75,65.71
2017-03-31,143.66,17.88,36.07,65.86
2017-04-03,143.7,17.59,36.16,65.55
2017-04-04,144.77,17.72,36.28,65.73
2017-04-05,144.02,17.69,36.22,65.56
2017-04-06,143.66,17.56,36.03,65.73
2017-04-07,143.34,17.37,36.03,65.68
2017-04-10,143.17,17.36,35.8,65.53
2017-04-11,141.63,17.54,35.74,65.48
2017-04-12,141.8,18.02,35.63,65.23
2017-04-13,141.05,18.2,35.25,64.95
2017-04-17,141.83,18.2,35.48,65.48
2017-04-18,141.2,18.22,35.765,65.39
2017-04-19,140.68,18.38,35.91,65.04
2017-04-20,142.44,18.52,36.18,65.5
2017-04-21,142.27,18.29,36.32,66.4
2017-04-24,143.64,18.54,36.75,67.53
2017-04-25,144.54,18.61,36.87,67.92
2017-04-26,143.6508,18.63,36.93,67.83
2017-04-27,143.79,18.77,37.43,68.27
2017-04-28,143.65,18.82,36.13,68.46
2017-05-01,146.6,18.93,36.31,69.41
2017-05-02,147.51,18.9,36.98,69.3
2017-05-03,147.06,18.81,36.9601,69.08
2017-05-04,146.53,18.79,36.85,68.81
2017-05-05,148.96,18.91,36.82,69.0
2017-05-08,153.0,19.31,36.52,68.94
2017-05-09,153.96,19.24,36.37,69.04
2017-05-10,153.26,19.36,36.01,69.31
2017-05-11,153.95,19.26,35.69,68.46
2017-05-12,156.1,19.3,35.53,68.38
2017-05-15,155.7,19.36,35.63,68.43
2017-05-16,155.47,19.47,35.82,69.41
2017-05-17,150.25,18.96,35.04,67.48
2017-05-18,152.54,18.78,35.22,67.71
2017-05-19,152.96,19.0,35.385,67.69
2017-05-22,153.99,19.11,35.77,68.45
2017-05-23,153.8,18.96,35.86,68.68
2017-05-24,153.34,19.01,36.12,68.77
2017-05-25,153.87,18.37,36.26,69.62
2017-05-26,153.61,18.47,36.26,69.97
2017-05-30,153.67,18.94,36.18,70.41
2017-05-31,152.76,18.76,36.11,69.84
2017-06-01,153.18,18.95,36.12,70.1
2017-06-02,155.45,18.98,36.32,71.76
2017-06-05,153.93,18.8,36.34,72.28
2017-06-06,154.45,18.26,36.13,72.52
2017-06-07,155.37,18.24,36.26,72.39
2017-06-08,154.99,18.28,36.48,71.945
2017-06-09,148.98,17.8,35.71,70.32
2017-06-12,145.32,17.76,35.73,69.78
2017-06-13,146.59,17.74,35.88,70.65
2017-06-14,145.16,17.4,35.53,70.27
2017-06-15,144.29,17.27,35.31,69.9
2017-06-16,142.27,17.35,35.21,70.0
2017-06-19,146.34,17.69,35.51,70.87
2017-06-20,145.01,17.83,34.86,69.91
2017-06-21,145.87,17.71,34.58,70.27
2017-06-22,145.63,17.71,34.36,70.26
2017-06-23,146.35,17.8,34.19,71.21
2017-06-26,145.82,18.16,34.07,70.53
2017-06-27,143.74,17.77,33.65,69.21
2017-06-28,145.83,18.03,34.2,69.8
2017-06-29,143.68,17.57,33.54,68.49
2017-06-30,144.02,17.48,33.74,68.93
2017-07-03,143.5,17.56,33.46,68.17
2017-07-05,144.09,17.65,34.34,69.08
2017-07-06,142.73,17.19,33.63,68.57
2017-07-07,144.18,17.35,33.88,69.46
2017-07-10,145.06,17.87,33.65,69.98
2017-07-11,145.53,17.94,33.92,69.99
2017-07-12,145.74,18.04,34.25,71.15
2017-07-13,147.77,18.08,34.24,71.77
2017-07-14,149.04,18.42,34.68,72.78
2017-07-17,149.56,18.47,34.47,73.35
2017-07-18,150.08,18.39,34.53,73.3
2017-07-19,151.02,18.7,34.56,73.86
2017-07-20,150.34,18.94,34.75,74.24
2017-07-21,150.27,19.15,34.73,73.79
2017-07-24,152.09,19.24,34.5,73.6
2017-07-25,152.74,19.41,34.67,74.19
2017-07-26,153.46,19.26,34.75,74.05
2017-07-27,150.56,19.21,34.97,73.16
2017-07-28,149.5,19.17,35.31,73.04
2017-07-31,148.85,19.1,35.47,72.72
2017-08-01,150.05,19.14,36.35,72.58
2017-08-02,157.14,19.1,36.64,72.26
2017-08-03,155.57,19.36,36.49,72.15
2017-08-04,156.39,19.37,36.3,72.68
2017-08-07,,19.32,,72.4
2017-08-08,160.08,19.32,36.41,72.79
2017-08-09,161.06,19.32,36.59,72.47
2017-08-10,155.27,18.9,36.12,71.41
2017-08-11,157.48,18.9,35.87,72.5
2017-08-14,159.85,19.1,36.34,73.59
2017-08-15,161.6,19.04,36.0,73.22
2017-08-16,160.95,18.97,35.82,73.65
2017-08-17,157.87,18.64,35.17,72.4
2017-08-18,157.5,18.51,35.01,72.49
2017-08-21,157.21,18.57,34.92,72.15
2017-08-22,159.78,19.02,34.65,73.16
2017-08-23,159.98,18.86,34.66,72.72
2017-08-24,159.27,19.41,34.71,72.69
2017-08-25,159.86,19.31,34.67,72.82
2017-08-28,161.47,19.18,34.65,72.83
2017-08-29,162.91,19.21,34.73,73.05
2017-08-30,163.35,19.17,34.89,74.01
2017-08-31,164.0,19.08,35.07,74.77
2017-09-01,164.05,19.36,35.085,73.94
2017-09-05,162.08,19.24,35.02,73.61
2017-09-06,161.91,19.37,35.76,73.4
2017-09-07,161.26,19.28,35.54,74.34
2017-09-08,158.63,19.12,35.19,73.98
2017-09-11,161.5,19.32,35.77,74.76
2017-09-12,160.82,19.48,36.09,74.68
2017-09-13,159.65,19.28,36.33,75.21
2017-09-14,158.28,19.46,36.48,74.77
2017-09-15,159.88,19.47,37.0,75.31
2017-09-18,158.67,19.59,37.0,75.16
2017-09-19,158.73,19.49,37.23,75.44
2017-09-20,156.07,19.6,37.07,74.94
2017-09-21,153.39,19.77,37.2,74.21
2017-09-22,151.89,19.94,37.18,74.41
2017-09-25,150.55,19.85,37.16,73.26
2017-09-26,153.14,19.88,37.47,73.26
2017-09-27,154.23,19.87,37.54,73.85
2017-09-28,153.28,19.97,37.83,73.87
2017-09-29,154.12,19.96,38.08,74.49
2017-10-02,153.81,20.12,39.04,74.61
2017-10-03,154.48,20.09,39.38,74.26
2017-10-04,153.4508,20.26,39.34,74.69
2017-10-05,155.39,20.35,39.53,75.97
2017-10-06,155.3,20.58,39.63,76.0
2017-10-09,155.84,20.57,39.86,76.29
2017-10-10,155.9,20.57,39.65,76.29
2017-10-11,156.55,20.41,39.3,76.42
2017-10-12,156.0,20.4,39.19,77.12
2017-10-13,156.99,21.71,39.67,77.49
2017-10-16,159.88,21.79,39.76,77.65
2017-10-17,160.47,21.55,39.79,77.59
2017-10-18,159.76,21.72,40.25,77.61
2017-10-19,155.98,21.96,40.09,77.91
2017-10-20,156.16,22.02,40.43,78.81
2017-10-23,156.17,22.12,40.83,78.83
2017-10-24,157.1,21.95,40.95,78.86
2017-10-25,156.405,21.675,40.78,78.63
2017-10-26,157.41,21.52,41.35,78.76
2017-10-27,163.05,21.5,44.4,83.81
2017-10-30,166.72,21.39,44.37,83.89
2017-10-31,169.04,21.55,45.49,83.18
2017-11-01,166.89,21.47,46.71,83.18
2017-11-02,168.11,21.44,47.1,84.05
2017-11-03,172.5,21.47,46.34,84.14
2017-11-06,174.25,21.44,46.7,84.47
2017-11-07,174.81,21.38,46.78,84.27
2017-11-09,175.88,21.34,46.3,84.09
2017-11-10,174.67,21.23,45.58,83.87
2017-11-13,173.97,21.17,45.75,83.93
2017-11-14,171.34,21.36,45.86,84.05
2017-11-15,169.08,21.36,45.46,82.98
2017-11-16,171.1,21.57,45.65,83.2
2017-11-17,170.15,21.75,44.63,82.4
2017-11-20,169.98,22.12,44.62,82.53
2017-11-21,173.14,22.46,44.94,83.72
2017-11-22,174.96,21.34,44.65,83.11
2017-11-24,174.97,21.24,44.75,83.26
2017-11-27,174.09,21.25,44.49,83.87
2017-11-28,173.07,21.66,44.73,84.88
2017-11-29,169.48,21.43,43.95,83.34
2017-11-30,171.85,21.45,44.84,84.17
2017-12-01,171.05,21.41,44.68,84.26
2017-12-04,169.8,21.08,44.49,81.08
2017-12-05,169.64,21.07,43.44,81.59
2017-12-06,169.01,21.02,43.45,82.78
2017-12-07,169.452,20.97,43.08,82.49
2017-12-08,169.37,21.07,43.35,84.16
2017-12-11,172.67,21.3,43.66,85.23
2017-12-12,171.7,20.98,43.33,85.58
2017-12-13,172.27,20.85,43.34,85.35
2017-12-14,172.22,20.74,43.26,84.69
2017-12-15,173.87,20.92,44.56,86.85
2017-12-18,176.42,21.29,46.26,86.38
2017-12-19,174.54,21.42,47.04,85.83
2017-12-20,174.35,21.46,47.56,85.52
2017-12-21,175.01,21.25,46.76,85.5
2017-12-22,175.01,21.26,46.7,85.51
2017-12-26,170.57,21.23,46.08,85.4
2017-12-27,170.6,21.27,46.11,85.71
2017-12-28,171.08,21.15,46.22,85.72
2017-12-29,169.23,21.01,46.16,85.54
2018-01-02,172.26,21.32,46.83,85.95
2018-01-03,172.23,21.37,45.26,86.35
2018-01-04,173.03,21.53,44.43,87.11
2018-01-05,175.0,21.75,44.74,88.19
2018-01-08,174.35,21.84,44.74,88.28
2018-01-09,174.33,21.81,43.62,88.22
2018-01-10,174.29,22.05,42.5,87.82
2018-01-11,175.28,22.41,43.41,88.08
2018-01-12,177.09,22.92,43.21,89.58
2018-01-16,176.19,22.88,43.14,88.35
2018-01-17,179.1,23.46,44.39,90.14
2018-01-18,179.26,23.29,44.48,90.1
2018-01-19,178.46,23.7,44.82,90.0
2018-01-22,177.0,23.85,45.75,91.61
2018-01-23,177.04,23.81,46.06,91.9
2018-01-24,174.22,23.66,45.5,91.82
2018-01-25,171.11,23.32,45.3,92.33
2018-01-26,171.51,23.91,50.08,94.06
2018-01-29,167.96,23.81,49.98,93.92
2018-01-30,166.97,23.44,48.79,92.74
2018-01-31,167.43,23.32,48.14,95.01
2018-02-01,167.78,23.3,47.65,94.26
2018-02-02,160.37,22.48,46.15,91.78
2018-02-05,157.49,21.29,44.88,89.05
2018-02-06,163.03,21.43,44.91,91.33
2018-02-07,159.54,21.21,45.2,89.61
2018-02-08,155.32,19.92,42.75,84.89
2018-02-09,155.97,20.11,43.87,88.1
2018-02-12,162.71,20.41,44.83,89.13
2018-02-13,164.34,20.58,44.46,89.83
2018-02-14,167.37,21.29,45.38,90.81
2018-02-15,172.99,21.45,45.92,92.66
2018-02-16,172.43,21.4,45.56,92.0
2018-02-20,171.85,21.39,46.32,92.72
2018-02-21,171.07,21.17,45.94,91.49
2018-02-22,172.6,21.39,45.8,91.74
2018-02-23,175.555,22.13,47.73,94.06
2018-02-26,178.97,23.46,49.11,95.42
2018-02-27,178.39,23.52,49.91,94.2
2018-02-28,178.12,23.39,49.29,93.77
